User Name,Name Tag,Description
Blademan.,@johndmtb,"Replying to 
@jadenozzz"
The Jersey Devil,@Jersey_Devil,"Limited number of Cubs, White Sox fans will be allowed in the stands on Opening Day, Chicago Mayor Lori Lightfoot says http://methirdlist.blogspot.com/2021/03/limited-number-of-cubs-white-sox-fans.html… 
https://chicagotribune.com/coronavirus/ct-baseball-wrigley-guaranteed-rate-field-fans-stands-lightfoot-20210308-7pph4gl4n5h63cu2hhpkbdyo24-story.html…
COVID"
EdNews,@ed_ontap,RSS head: Statisticians no longer ‘party bores’ in Covid era http://ow.ly/auxq30rzWZW | THE
Isadora,@isabergental,"graças a deus minha imunidade tá ótima, peguei essa porra de covid e fiquei mal uns 4 dias só, parecia uma gripezinha "
Radio NBC,@NBCreteregione,UN TRENTINO SU DIECI E’ STATO CONTAGIATO DAL COVID - https://radionbc.it/trentino-dieci-contagiato-dal-covid/…
𝐴𝐷𝐷𝑁𝐴𝐷 ™ ✪,@Iam_AddNad,I saw a touching video where a young man gifted his girlfriend a Covid-19 vaccine. It was very romantic. #NaijaForVaccination
JNL,@JustNewsline,"COVID-19: Lai Mohammed, Boss Mustapha, Onyeama receives vaccine"
Krieg ist NIE die Lösung,@NieIst,"Wer würde sich (Stand heute) gegen Covid19 impfen lassen wenn er könnte?
Bitte retweeten um so viele Antworten zu erhalten wie möglich.
#COVID19 #COVID #Corona #coronavirus #lockdown #Deutschland #Schweiz #Oesterreich"
(((Ellen Friedman))),@Ellen_Friedman,"Ted ordered 2021 SF Ballet online season as a surprise! So good to see this despite COVID. Now you don't even have to live near SF!
@sfballet
 is one of best in the world. They premiered
Swimmer in 2015 (we were there!) 

You can watch online in Program 3"
のぞみ,@abc_NIR,"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● 最近、大笑いしましたか？…
● どこの空港がいちばんテンション…
● おいくつですか？…
● Covid-19について一言…
#質問箱 #匿名質問募集中"
Rufus Spivey Green,@RufusSG,"Replying to 
@fact_covid
 and 
@ThatRyanChap"
Patrick Kaliciak,@Populiste63,Etonnant non ??... #Covid #BigPharma 
jessicalemes,@srajessicalemes,"Eu sempre comento na dm as pessoas estão esquisitas.
4 dias atrás um moço testou positivo ""Covid-19"" foi pego cuspindo nas massanetas dos cardos e nos corrimãos. 
Gente sem amor próprio, fora que deveria essa isolado."
Shadowsofevil@TeamSugar,Shadowsofevil@TeamSugar,".
@SenSchumer
 More than FIVE MILLION undocumented people are essential workers, all of whom have been on the front lines keeping our country safe. We need a pathway to citizenship for essential workers & their families in the next COVID-19 recovery package. #KeepingFaith"
Shadowsofevil@TeamSugar,Shadowsofevil@TeamSugar,".
@RepKatiePorter
 More than FIVE MILLION undocumented people are essential workers, all of whom have been on the front lines keeping our country safe. We need a pathway to citizenship for essential workers & their families in the next COVID-19 recovery package. #KeepingFaith"
Shadowsofevil@TeamSugar,Shadowsofevil@TeamSugar,".
@SpeakerPelosi
 More than FIVE MILLION undocumented people are essential workers, all of whom have been on the front lines keeping our country safe. We need a pathway to citizenship for essential workers & their families in the next COVID-19 recovery package. #KeepingFaith"
Shadowsofevil@TeamSugar,Shadowsofevil@TeamSugar,".
@RepBarbaraLee
 More than FIVE MILLION undocumented people are essential workers, all of whom have been on the front lines keeping our country safe. We need a pathway to citizenship for essential workers & their families in the next COVID-19 recovery package. #KeepingFaith"
Shadowsofevil@TeamSugar,Shadowsofevil@TeamSugar,".
@PramilaJayapal
 More than FIVE MILLION undocumented people are essential workers, all of whom have been on the front lines keeping our country safe. We need a pathway to citizenship for essential workers & their families in the next COVID-19 recovery package. #KeepingFaith"
Shadowsofevil@TeamSugar,Shadowsofevil@TeamSugar,".
@RepRaulGrijalva
 More than FIVE MILLION undocumented people are essential workers, all of whom have been on the front lines keeping our country safe. We need a pathway to citizenship for essential workers & their families in the next COVID-19 recovery package. #KeepingFaith"
Shadowsofevil@TeamSugar,Shadowsofevil@TeamSugar,".
@RepRaskin
 More than FIVE MILLION undocumented people are essential workers, all of whom have been on the front lines keeping our country safe. We need a pathway to citizenship for essential workers & their families in the next COVID-19 recovery package. #KeepingFaith"
Shadowsofevil@TeamSugar,Shadowsofevil@TeamSugar,".
@IlhanMN
 More than FIVE MILLION undocumented people are essential workers, all of whom have been on the front lines keeping our country safe. We need a pathway to citizenship for essential workers & their families in the next COVID-19 recovery package. #KeepingFaith"
PU7RA,@PU7RA6,"Personel Polsek Kualasimpang mensosialisasikan Tentang http://Perbub.No 30 tahun 2020 tentang penanganan Covid -19
@wahyu_widada91
@divisihumaspolri
@indonesia_police_
@polisi_peduli
@polisi_ku
@halo_polisi
@polisi_indonesia
@polripresisi
#bidhumaspoldaaceh"
OUR(S) - Le média de la communication,@OURSCOM_FR,"Monsieur Gourmand, c’est terminé.

La food tech n'aura pas résisté au Covid.

https://ourscom.fr/evenementiels/monsieur-gourmand-cest-termine/…"
Suzanne Evans,@SuzanneEvans1,"Replying to 
@RobinAdamsOsteo
 and 
@BBCBusiness"
mallagher,@mallagher,Covid-19 Update
Naijacampusjams,@Naijacampusjam,How To Apply For 2021 NMFB CBN Covid-19 TCF Loan
Tengku Yusak,@TengkuYusak2,DANA DESA 2021 DILANJUTKAN UNTUK PENANGANAN COVID-19
Ellen Mac,@ellen_mac3,"Replying to 
@ellen_mac3
 @FrancesorFran
 and 10 others"
Tocer Lania,@TocerL,"Replying to 
@olivierveran"
BazzMatt,@BazzMa4,"Replying to 
@Reaguren"
naιja ѕcoυѕer,@DejineTweets,"Peter wouldn't be dumb to say this, league was already won long before the pandemic. It was even a distraction as pool weren't firing as pre covid"
𝙽𝚊𝚍𝚢𝚊,@dairamr_,Ay covid acábate mijo
VNS Live,@VnsLive,"Vaccination of people of sixty years and older age against COVID-19 will be started from Wednesday.

https://vns-live.com/2021/03/09/vaccination-of-people-aged-60-above-to-start-from-march-10/…"
Piazza italia #PAFI,@PiazzaaItalia,"Replying to 
@FrancescoDragh3
 and 
@CarloRanieri111"
Rachel E Riley,@RachelRiley9,"Replying to 
@elonmusk"
fajar online,@fajaronline,"Perempuan Meninggal Usai Suntik Vaksin Covid-19, Ini Penjelasan Ahli Medis"
obi,@1Immovable,"Replying to 
@Sireenth"
Pia Petersen,@piapetersen,"Covid-19 : Les médecins auraient souhaité commander des vaccins AstraZeneca plus vite et regrettent ""une erreur du gouvernement"" https://francetvinfo.fr/sante/maladie/coronavirus/vaccin/covid-19-les-medecins-auraient-souhaite-commander-des-vaccins-astrazeneca-plus-vite-et-regrettent-une-erreur-du-gouvernement_4325193.html#xtor=CS2-765-[twitter]-… via 
@franceinfo"
bond alex,@bondalex7,"Replying to 
@AaronVells
 and 
@mdid91"
Seniat_Recaudación,@GRecaudacion,"SENIAT_Oficial: Si tomas las medidas necesarias para prevenir el Covid-19, cuidas tu salud. 
#PrevenirEsLaClave"
The USA Posts,@TheUSAposts,UK Covid Vaccine First Dose Given to More Than One-Third of Population: Johnson - Bloomberg
CapitalFM Breaking News,@BreakingNewsKE,"KISUMU County has kicked off the COVID-19 vaccination exercise in public hospitals targetting 4,000 healthcare workers. #COVID19KE"
HONEY,@hnnhalyssa,"Replying to 
@KheneilleVaughn"
LehrforceOne,@lehrforce,"Replying to 
@AF68570511
 @svonhaxthausen
 and 3 others"
"Ravindra Soni, editor, businessfortnight.com",@RavindraSoni1,"With 3 COVID-19 Vaccines Approved for Emergency Use, Is There a ‘Best’ Shot?"
Jornal do Luxemburgo,@JdLuxemburgo,Covid-19: Alemanha regista 4.252 novos casos e 255 mortos em 24 horas
Bruce wen,@Brucewe89282793,Isn't it a crisis that the covid-19 epidemic has killed more than 140000 people in Britain? The British royal family can go to the grave with these 140000 people!
Ed_Zim,@edzimbudzi,Serious adverse reactions of Sinovac COVID-19 vaccine in HK are within the expected range: experts - Global Times
Gistsbaze.com,@gistsbaze,"Governor Dapo Abiodun, Deputy Takes COVID-19 Vaccine"
Hayley,@HayleyTOfficial,"Replying to 
@chrisstovell"
deuterocanonical,@themaccabean,I urge parents of under 2s to ignore all Covid restrictions. The duty to facilitate a child's social development in these crucial years exceeds the duty to obey laws for their own sake and the moreso when they are bad laws without their claimed basis in science.
marika.,@xxxmelancolie,AH MA QUINDI UN ANNO FA MI SVEGLIAVO CON IL COVID SENZA SAPERE CHE ERA IL COVID E INFATTI PENSAVO DI STAR FACENDO UN ESAURIMENTO NERVOSO
fajar online,@fajaronline,"Setahun Berperang Lawan Covid-19, Doni Monardo Beber Tantangan Terbesar"
The National,@TheNationalNews,People attending a business or entertainment event in Abu Dhabi will have to present a negative Covid-19 PCR test result received within the preceding 48 hours.
Burak Soğancı,@Burak_sgnc,Sana kapılacağıma covid kapılsam daha iyidi 
Gigi Beltrame,@gigibeltrame,"Tutto pronto per il MWC 2021. Come sarà l'evento di Barcellona in era Covid-19
 #digilosofia https://bit.ly/digilosofia2"
ᵃⁿⁱᵃ ⁱˢ ˡⁱˢᵗᵉⁿⁱⁿᵍ,@ohmydirtyzayn,Dziś ważny dzień... idę na szczepionkę przeciw COVID 
sara ♡,@arianascloudyy,"Replying to 
@hisprincessaf"
Reinhard Busch,@ReCuBu,Noticias de #actualidad: El Mobile World Congress de Barcelona exigirá test COVID negativo para acceder
Judge Judy,@Judgejudyx2,"Replying to 
@5Missy3
 @greggorox
 and 
@POTUS"
Luis del Pino,@ldpsincomplejos,"1) ¿CUÁL ES LA TASA DE LETALIDAD DEL COVID?
Una de las chorradas más gordas que suelen mandar los troles de ""esto es una plandemia"" (y los ingenuos que les hacen caso) es la siguiente frase:
""El virus tiene una tasa de letalidad bajísima, que no justifica las medidas anti-COVID"""
DefinitelyHuman,@HumanDefinitely,"Replying to 
@mrkebb
 and 
@BeckettStation"
La France Chrétienne,@cybermario57,Covid-19 : un lot de vaccins AstraZeneca écarté en Autriche après la mort d’une infirmière
Only the Truth,@Moi998877,"Replying to 
@ToySoldiers10"
Mazi Chukwüdi°,@chuddyOzil,"Apart from the Buhari, Osinbanjo & the health workers, who again has received the covid-19 vaccine in Nigeria?

Why am i seeing all his SA's, SSA's & immediate family testifying to have received?

Tueh!"
Thomas Nguyen,@ThomasHNguyen,I guess Luca won’t be getting COVID
DZhang,@Dicky6427,"中共病毒变种令美国处于“飓风之眼” 
Disease Expert Asserts US in 'Eye Of Hurricane' as COVID Pandemic Continues | http://Newsmax.com https://newsmax.com/newsfront/osterholm-coronavirus-variant/2021/03/07/id/1012839/… via 
@Newsmax"
Igor Melotto,@MMAmelotto,Minha mãe com alguns sintomas de covid há 3 dias. Moramos juntos. Eu agora com dor de cabeça e começando a sentir minha respiração diferente. Espero que não seja nada demais. Temos muito ainda o que desfrutar dessa vida e a agregar na vida das pessoas. Que Deus permita isso. 
Marie Louise,@MLAntoinette,"I just registered! This was supposed to happen in Bangkok last year, but COVID-19 happened. Now's our chance to finally learn from distinguished lecturers. I can't wait!

#bioanthropology #bioarchaeology #AcademicChatter"
Ｍａｔｔｏｕ ¯\_(ツ)_/¯,@TheMattou,"Replying to 
@LittleDjiny"
EX CYPHER,@lotharioexe,"Replying to 
@fkagomes"
Graeme Meehan,@PosolAustralia,"Министр иностранных дел Австралии 
@MarisePayne
 вместе с коллегами из Индо-Тихоокеанского региона делится мыслями о женщинах на руководящих постах и равноправии в эпоху COVID-19 #IWD2021
 #WomenLead"
Ελεύθερος Τύπος,@etyposgr,Κορωνοϊός: Μάχη με το χρόνο τα νοσοκομεία της Αττικής - Δύο ιδιωτικά θα νοσηλεύουν covid περιστατικά - https://eleftherostypos.gr/koronoios/724117-koronoios-maxi-me-to-xrono-ta-nosokomeia-tis-attikis-dyo-idiotika-tha-nosileyoyn-covid-peristatika/… #κορωνοϊός #Ελλάδα
Atty. Roy M. Loyola,@AttyRoyMLoyola,"Para sa kumpletong listahan ng ating confirmed COVID-19 cases at ng kasalukuyang kalagayan ng mga pasyente, pumunta lamang sa link na ito: http://bit.ly/CarmonaCOVID19Cases…
#COVID #COVID19 #nCoV"
Hannah Porter,@UoPBizLib,Daily chart – How covid-19 triggered America’s first female recession in 50 years
Loki gon,@Tovarich_Loki,"Replying to 
@sensoquer
 and 
@CoronaVid19"
Atty. Roy M. Loyola,@AttyRoyMLoyola,"As of March 9, 2021, may naitala tayong DALAWANG bagong kumpirmadong positibong kaso ng COVID-19 sa ating Bayan ng Carmona.

Narito ang official profiles ni C-P819 at C-P820 base sa contact tracing and surveillance na isinagawa ng ating Municipal Health Office (MHO)."
BNPB Indonesia,@BNPB_Indonesia,"Asisten Operasi Kapolri Irjen Pol. Drs. Imam Sugianto, http://M.Si (kanan) memaparkan peran dan tugas Polri dalam peningkatan disiplin dan penegakan hukum protokol kesehatan dalam penanggulangan COVID-19.

#RakornasPB2021 #TangguhHadapiBencana"
ITV MEDIA GROUP,@itv_media_group,"На Рівненщині 53 нових хворих на COVID-19, одна людина померла - https://itvmg.com/page/na-rivnenshhyni-53-novyh-hvoryh-na-covid-19-odna-lyudyna-pomerla/…"
chiu,@franchezkuh,pahawa covid
Putra Mangunsong,@PutraMangunson4,"Personel Polsek Kualasimpang mensosialisasikan Tentang http://Perbub.No 30 tahun 2020 tentang penanganan Covid -19
@wahyu_widada91
@divisihumaspolri
@indonesia_police_
@polisi_peduli
@polisi_ku
@halo_polisi
@polisi_indonesia
@polripresisi"
signal9.jp,@Signal9J,"英:
Covid-19症例の急増に対処するために設立された緊急仮設病棟""ナイチンゲール病院""は4月で閉鎖の予定。
昨年春に設立されたがこの仮設病院はほとんど必要がなかった、と。

使わないですんだのは僥倖。"
"toki
||
crime and punishment",@kibummiiee,MORNING im having a covid test today oh my god im nervous how is everyone? 
John Louie Estangco,@estangcojohn25,be positive but not in covid
Johnny lunchbucket,@Jhnvrckr1961,IF COVID IS REALLY AS BAD AS THEY SAY THEY WOULD NOT BE LETTING THOUSANDS CROSS THE BORDER UN-TESTED
Ivor Bolakov,@dib50511659,"Replying to 
@FoyPt
 and 
@MalachyClerkin"
News5,@News5PH,"JUST IN | Isinailalim ng Quezon City LGU sa special concern lockdown ang ilang lugar sa lungsod dahil sa pagdami ng COVID-19 cases.
: Quezon City Government"
Ted lasso stan account,@dadavidhailey,"Replying to 
@snipstweets"
stockdale,@smarshallr,"Replying to 
@SimonCalder"
K. Simone Hussein,@Katwoman6620,"Replying to 
@themood2020"
,@_keenia,"Alguém já percebeu que nessa nova onda de covid, está pegando só as pessoas mais novas? 
 Pro povo que dizia que era só os idosos... Tem pessoas de 23, 30, 40 anos morrendo "
Murekar Pavla,@murekar,You used Covid to live better!
Hazil,@hazil_d,"Replying to 
@andrywaseso"
scotnews_edits,@scotnews_edits,Scotland's papers: Cafe axe 'muddle' and Covid heroes honoured - BBC News https://bbc.co.uk/news/uk-scotland-54491068…
Kevin Joseph Kelly,@KevinJosephKel1,A prayer to destroy covid
chaotic queer Quinno,@quinnbyrium,"Freundlicher reminder, dass ihr selbst wenn ihr einer COVID-19 Impfung erhalten habt, immer noch ansteckend sein könnt!"
DOWN ESPAÑA,@DownEspana,"En 16 estados de EEUU se ha priorizado a las personas con #sindromedeDown en la vacunación contra #COVID_19. Esperamos q en España sean incluidas en la Estrategia de vacunación de manera explícita, teniendo en cuenta la evidencia científica que señala su riesgo frente al #COVID19"
min,@ketterdzm,"um dos meus alunos teve caso confirmado de covid na família e foi afastado stou triste

o menino é um príncipe 
espero que não aconteça nada com os parentes dele e fiquem todos bem"
Raj,@Raj98213576,"Replying to 
@ArvindKejriwal"
ШiŁ.Fř,@DazieuW,"Replying to 
@CleganeSANDOR1"
Игорь-я,@kazah313,"Русский с китайцем- братья на Век-
Россия и Китай подали заявку на регистрацию совместной вакцины от COVID-19"
Ned Merrill,@AlphonseDadais,Me suis encore endormi devant un film hier soir. Soupçon de COVID long ?
rachel stooke,@cunniffer,"Oh 
@piersmorgan
 just undone all the good stuff you did over Covid in 2 ways - one by taking the eye off Covid issues, two by not believing someone’s own account of how they feel."
"HLC
#FBPE #ForeverEuropean #RemainersWereRight",,Paying nurses properly doesn't chime with the Tories' post-Covid vision for society | Zoe Williams
Brasscheck TV,@BrasscheckTV,"Mind boggling. Even with dramatically declining ""cases"" and ""CoVid"" deaths, Ireland is considering harsher lockdowns through the end of this year (10 more months). What and who is behind this? This Irish Senator answers..."
Sarrigurenweb,@Sarrigurenweb,"Navarra detecta 50 nuevos casos de Covid-19 y la tasa de positividad desciende al 2,8%"
WISN 12 NEWS,@WISN12News,"March and April are critical months in stopping another COVID-19 surge, CDC director says"
Project_tweepy,@project_tweepy,"Replying to 
@CoderDrax"
Ellen Mac,@ellen_mac3,"Replying to 
@LongCovidKids
 @FrancesorFran
 and 9 others"
Anna Prygodzicz,@AnnaPrygodzicz1,"1 year ago today I caught COVID. It’s been a difficult year - ups & downs, health wise, & still suffering chest issues. But definitely much, much improved"
The Sun,@TheSun,NHS to start sending texts inviting people for Covid jabs to speed up rollout
Foxtrot,@FoxtrotClem,"Replying to 
@Enjolras_Hugo
 @Sante_Gouv
 and 
@BrigBourguignon"
OMS Angola,@AngolaOms,"Em várias frentes, mulheres enfrentam os desafios com coragem e honestidade, aprendendo e adaptando face a situações em evolução. A nossa homenagem as guerreiras na linha de frente de combate à #Covid_19.
Conheça Dra Danielle Calvacante, destacada na triagem durante a vacinação."
Farida Saidi,@vaccineTanzania,"Great to see Archbishop Ruwa’ichi adding his voice to #COVID crises in #Tanzania. 
@AKF_UnitedK
  @KsijDar
 @Bohras_Africa
 @BAPS_PubAffairs
 strength in numbers, please collaborate and join forces #vaccinations4Tanzania"
YouRTI,@YouRTI_IN,"Centre rejects #RTI seeking details on COVID-19 vaccine pricing, says 'prejudicially affect interests ..."
ИА REGNUM,@IA_REGNUM,Забайкалье уменьшило дефицит вакцины от COVID-19 https://regnum.ru/news/3209603
"Wiep
gaat voor 'Nieuws in perspectief'",@Wiep13396680,"Dr. Scott Jensen WHO-bevestiging: “We zijn allemaal bespeeld” over COVID-19 https://frontnieuws.com/dr-scott-jensen-who-bevestiging-we-zijn-allemaal-bespeeld-over-covid-19/… via 
@Frontnieuws
Ooo
als dit eens waar mocht zijn
#TeamSamen 
@LidwienNews
@Wiep13396680
 @corrumpere
 @delmundo_sasa
 @BilderbergU
 @rinsjan
 @dekoran1
 @marianweijers
 
@SAMEN05665230"
tomas,@tomas88053838,"neměla by se při mimořádných opatřeních zavést kontrola medií? ""Novináři"" se nikomu nezodpovídají  i přesto , že v  honbě za senzací ohrožují zdraví a životy lidí.  zprávami vystresovaný senior utrpěl srdeční příhodu , když mu sdělili  jste covid pozitivní atd."
ℜ𝔦𝔠𝔥𝔞𝔯𝔡 𝔬𝔣 𝔜𝔬𝔯𝔢,@richard_of_yore,"Covid: How fast is vaccine rollout going around the world?
https://bbc.co.uk/news/world-56237778…
#bbcr4today"
Rito,@BazaritoDorito,"Replying to 
@GravitasVerita7
 and 
@Independent"
Diario NotiFalcón,@NOTIFALCON,#NACIONALES Venezuela suma 436 nuevos casos de Covid-19 y 7 fallecidos
Mahinog Municipal Police Station,@cmahinogmps,"On March 09, 2021 at about 9:24 AM Pat Aidelyn J Sabud, Assistant PCR PNCO  of Mahinog Municipal Police Station distributed six info graphics awareness on DOH regarding COVID 19 Vaccines and six info graphics awareness with MPS Hotline at Tupsan Pequeño, Mahinog, Camiguin."
chris noizez,@CNoizez,It is unknown whether COVID-19 mRNA Vaccine BNT162b2 has an impact on fertility.’
Mbalienhle,@Mbalien32632343,"@MR__NT__QS
 Anyone please help me I lost my job through Covid 19, I'm now suffering I dont have a job, and I came up with business idea and draft business proposal, anyone please help me with capital to start my please....can call me 071 071 3775"
Новости - SOCHI.com,@sochi_com,В Сочи выявлены новые случаи COVID-19 https://sochi.com/news/2093/475308/…
Tony Goode,@Tonygoode,Waste!! Yet we can't afford NHS Pay rise. Covid: Harrogate Nightingale Hospital to close - BBC News https://bbc.co.uk/news/uk-england-york-north-yorkshire-56327555… #SmartNews
Andre Pradana,@andrepradana27,"Replying to 
@5ecretNumber"
chools,@chulesjours,"Replying to 
@olaivar_james"
"NY
's TRUMP",@researchdafacts,"Replying to 
@mehdirhasan
 @GretaThunberg
 and 2 others"
Kevin Joseph Kelly,@KevinJosephKel1,Get vaccinated and abide by covid restrictions
iTech News,@NewsItech,ITV's Harry and Meghan coup helps it rebound after £205m Covid slump
Josmiclub Moñeco,@josmiclub,"Replying to 
@TaquiBox"
"YOONGI BIRTH
Edit",@jimcamochi,"Replying to 
@tteokminnie"
Koimoi.com,@Koimoi,"Ranbir Kapoor Tested COVID-19 Positive, Confirms Mother Neetu Kapoor

#RanbirKapoor #NeetuKapoor #Koimoi"
Uganda Mental Health Advocay,@UAdvocay,There is increasing number of patients treated for mental illness following the onset of COVID-19 in the country. This is between 10 and 15 patients a day which is a small proportion of all the patients who are admitted in a hospital.
Multiasistencia,@Multiasiste,"La #digitalización, la #sostenibilidad y la #ciberseguridad, factores decisivos en la evolución del sector seguros este 2021 marcado todavía por la covid, según el último informe de 
@globaldataplc
 ‘Insurance Predictions 2021’  
 https://bit.ly/2NV3Xcc"
Iliyana Yordanova,@IliyanaYordano2,"I wonder if anyone is watching BBC anymore? It's all about drama with #goodmorningbritain Bring back topics like budget and Education!
Also did COVID dissappear? It's all about Royal family and H&M"
Leslie (Wondering),@23Stanzas,"Replying to 
@katicloud
 @RinoTheBeagle
 and 
@tomm3h"
Irish Golfer Magazine,@IrishGolferMag,"It's hard to believe that only a year ago we didn't know much about Covid-19. It was about to impact all our lives but we had no idea just how much. 
#pgatour #shanelowry #henrikstenson #covid19"
Fusion Prog Guy,@FusionProgGuy,"Replying to 
@FusionProgGuy
 @CaulfieldTim
 and 10 others"
Polsek Kunir,@KunirResort,"Tokoh Masyarakat Sdr. Machrus Wicaksono Ketua Komunitas Semut Peduli mengedukasi masyarakat untuk mematuhi protokol kesehatan 5M sebagai upaya penanganan Covid 19

MARI BERSAMA CEGAH PENYEBARAN COVID 19

#BersamaBersinergi
#jawatimurbangkit
#jatimsehat
#BersatuTangkalCorona"
Innerste.,@Jacquelineebuu,"Replying to 
@BrayanYT"
Bertrand,@beber91fr,"Vaccins contre le Covid-19 – Des données rassurantes http://ufcqc.link/n88886 via 
@UFCquechoisir"
MuhasebeTR,@muhasebetrcom,Covid-19 Nedeniyle Denetimli Serbestlik İzni Verilen Hükümlünün Vergi İncelemesi
1831061,@pbRD54KwCpZYrg7,"Replying to 
@fanpage"
Kuwait News Agency - English Feed,@kuna_en,"India registers 77 COVID-19 deaths, 15,388 cases
http://kunanews.net/D5KM30rzWZD
#KUNA"
Dr. August Bones,@Ausbones,"I be no wan talk before e be like say some of these pipu wey dey give Naija covid vaccine for photo no sabi give injection oh. Unless na the camera dey make them... Sips water 
#thisisnotasub"
Notícias ao Minuto Brasil,@noticiaminutobr,"Com Covid-18, Edson que faz dupla com Hudson é tranferido para UTI em SP https://bit.ly/3ctXjSP #fama"
Njeri Gitau,@njeri7gitau,"@prophetahuva
 says anything called cancer is from lucifer and it's driven by fear. Lucifer uses the weapon of fear like what he has done to you with covid."
Duchess JK Poliakoff,,"Tekst s kojim ćete se složiti ili nećete. Samo moje mišljenje. Zašto ne treba prepisivati strategije vakcinisanja protiv COVID-19 od EU i vakcinisati po prioritetnim starosnim grupama, prvo najstarije, pa spušati. Nego treba kod nas uraditi suprotno https://quantumofjk.blogspot.com/2021/03/prioritet-za-covid-19-vakcinaciju.html…"
Humassekseruway,@humassekseruway,"Personel Polsek Kualasimpang mensosialisasikan Tentang http://Perbub.No 30 tahun 2020 tentang penanganan Covid -19
@wahyu_widada91
@divisihumaspolri
@indonesia_police_
@polisi_peduli
@polisi_ku
@halo_polisi
@polisi_indonesia
@polripresisi
#bidhumaspoldaaceh"
Sanjeev Chawla,@schawla13,"Replying to 
@amitmalviya"
ᴊᴀᴄᴋ,@JacksCrxck,Coming to an end of covid.. time to really go hard.. 
FC Assez,@thedude54,"Replying to 
@bueno_coco
 and 
@JoJoFADA13"
NewsBreakNG,@newsbreakng204,"COVID-19: FG Frustrating ABUAD’s Efforts To Develop Vaccine, Says Afe Babalola - https://newsbreakng.com/covid-19-fg-frustrating-abuads-efforts-to-develop-vaccine-says-afe-babalola/Legal… luminary Afe Babalola has accused the Federal Government of frustrating efforts of the Afe Babalola University Ado-Ekiti in developing the COVID-19 vaccine.

Speaking on ..."
CNN Philippines,@cnnphilippines,"Fewer Filipinos practice social distancing to prevent COVID-19 transmission than they wear face masks, a recent survey by the OCTA Research group shows."
Juniours Moremi,@jxjx23_,"USA: “Every citizen will receive $1400 (R21 800) as part of the Covid-19 relief fund”

SA: “Unemployed citizens only, will receive R350 as part of the Covid-19 relief fund”"
iTech News,@iTechNewzz,ITV's Harry and Meghan coup helps it rebound after £205m Covid slump
Son Of Zeus,@_MorningPerson,"Replying to 
@ansozial"
PondyLive Puducherry Updates,@pondy_live,"18k + have been #vaccinated
 in #Puducherry till date.

39908 have been infected with the #coronavirus
39060  have recovered (97.88%)
178 are current active cases.

#Covid_19 #vaccination"
Marilyn G. Mattox,@marilyn_mattox,The United States on Monday called out Russia for its disinformation campaign against COVID-19 vaccines made in the US.
Fiona Rogers,@FionaRogers3,"Replying to 
@MediaGuido"
RUMAH SAKIT OTAK DR.Drs.M.HATTA BUKITTINGGI(RSOMH),,dr Putri Ayuna Sundari SpN.M.Biomed dokter RSOMH Bukittinggi menjadi pembicara webinar edukasi Covid 19 dan komplikasi Neurologis tgl 11 april 2021..silahkan di share dan di ikuti untuk menambah ilmu https://instagram.com/p/CMMRdHNriVi/?igshid=1wmebn34sv1h6…
JohorKini,@myjohorkini,"COVID-19: Pasar Borong Pandan, Johor ditutup lagi hingga 14 Mac

JOHOR BAHRU: Pasar Borong Pandan di Kangkar Tebrau di sini sekali lagi ditutup bermula pukul 11 malam ini sehingga 14 Mac berikutan terdapat kes positif COVID-19 dikesan dalam kalangan..

https://johorkini.my/covid-19-pasar-borong-pandan-johor-ditutup-lagi-hingga-14-mac/…"
Clemenceau Medical Center-Beirut,@CMCbeirut,Addressing Fertility Questions and Concerns with the COVID-19 Vaccines
Basit Arif,@Basit_Arif_,"Live active Cases covid-19 #Covid_19 #CoronaVirusUpdates
#Covid_19 #libspill #marisepayne"
𝓶𝓲𝓽,@mytchllannythsy,"yahudi kew tak yahudi kew at least itu usaha marketing diorang . diorang nak survive juga and nak pastikan ekonomi stabil . dengan keadaan covid skrg nih . kalau tak mampu , tak perlu beli . tak memaksa pun nak beli dessert nih . beli dekat tempat lain ."
"Sami
Tokyo
27 days pull up",@samistudi,Covid birthday loneliness hit a little different ngl
Ali,@AliAlmulla16,"I'm at COVID-19 Vaccination Center in Al Khobar, Ash Sharqiyah"
TamilRockers,@TamilRokers10,#RanbirKapoor tests postive for Covid-19. Wishing u a speedy recovery as soon as possible
mills ◟̽◞̽,@0TBTOMLINSON,"i have to go to school for my covid test today so i don’t know when the update will be, sorry :P"
paul,@paul83268615,"Just had call from doctors, first Covid injection at 11am "
Stacey Majessick,@Majessick2020,I find it unsettling that POTUS Biden is allowing thousands of people to enter into our country unchecked for covid 19 or any other diseases. We're living in a pandemic our boarders should be closed. #AmericaFirst
Scarsey,@silly_old_sod,"If nout else the Harry/Meghan blanket coverage is gold for the Government as a distraction from their appalling handling of covid, corruption, Brexit etc. Boris & his cabal of cronies must be rubbing their pudgey little hands with glee. #distraction #COVID19 #Brexit #Meghan"
PR CULTURE,@PR_MCulture,ล้างมืออย่างไร ให้ห่างไกล Covid-19
Kevin Joseph Kelly,@KevinJosephKel1,Wear a covid mask
Forestry Journal,@Forestry_UK,"German forestry show Forst Live 2021 cancelled due to COVID-19 uncertainty. 
 https://bit.ly/3sDXz84"
Bertie Poole,@sonduh,"Replying to 
@Mark_J_Harper"
